Stockcode,Descripiton,Cat,Sub Cat,SBU,,,,,,,,,,,,,,,,,,,,,
12398-250G,CP ChromoSelect AgarNutriSelect Basic           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000716-10EA,Brochothrix thermosphacta WDCM 71 Vit          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
2700000144,GEMINI POWER CORD EU           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
51228-500G-F,Tryptic Soy Broth No. 2NutriSelect Plus         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
70139-2.5KG,Potato Glucose AgarNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
70188-500G,Violet Red Bile AgarNutriSelect Plus          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
CCW903-20PLATES,Plate Count Agar Plates           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000036-10EA,BACILLUS SUBTILIS WDCM 3 VITROIDS 3         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
63011-500G-F,M9 BrothNutriSelect Basic            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
78080,MVP ICON(R)USB CABLE            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
79102,GDS PPMX DIAMOND TIPS 200L FILTER         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
CRM12821L-10EA,LEGIONELLA PNEUMOPHILA NCTC 12821 LOW CO         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
P9602-5VL,POLYMYXIN B SELECTIVE SUPPLEMENT           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000357-10EA,STAPHYLOCOCCUS AUREUS WDCM 35 VITRO          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
63560-1KG-F,"D-MANNITOL, ACS, FOR MICROBIOLOGY           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
66009-100,SIMPLATE ENTEROBACTERIACEAE CI S           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
77180-500G,"PEPTONE FROM ANIMAL PROTEINS, &          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
83059-500G-F,PEPTONE FROM POTATOES*            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT001754-10EA,KLEBSIELLA AEROGENES (FORMERLY ENTEROBA           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
17181-500G,Nutrient Broth pH 6.9 without NaClNutri&         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
38390-5VL,Preston Selective Supplement            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
73026-SIAL,Adhesive Film Strips            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
CCW4550-30PLATES,"Malt Extract Acid Agar Plates pH 3,5        ",BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000872-10EA,Enterococcus faecalis WDCM 87 Vitroid          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
36408-500G,Bromcresol Purple BrothNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
50448-100TESTS,STAPHYLO MONOTEC TEST KIT PLUS          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
68067-5VL,CANDIDA SELECTIVE SUPPLEMENT            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
70149-500G,Nutrient Broth No 3NutriSelect Plus          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
7620031500,GEMINI REAGENT RACK ADAPTERS           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
79742-48TESTS,HYBRISCANI BRETTANOMYCES             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
80507-50DISCS-F,BILE ESCULIN DISKS*            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
V010770500,"VRBG AGAR, 500 ML           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
09182-1KG-F,YEAST EXTRACT*             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
34414-7L-R,TOLUENE E FOR PESTICIDE RESIDUE ANALYSIS         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
70951-1KG-F,PEPTONE ENZYMATIC DIGEST FROM GELATINE          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
78131,MVP ICON(R)BATTERY (78300 VERSION ONLY)          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
79115,GDS PPMX POWER SUPPLY           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
90404-500G,Thioglycollate Broth with ResazurineNut&           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
C1176-1KG,Corn meal agarNutriSelect Basic           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000303-10EA,SALMONELLA ENTERICA SUBSP. ENTERICA SERO          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT070943-10EA,Alicyclobacillus acidoterrestris CECT 70           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
17208-500G,Pseudomonas Isolation AgarNutriSelect P&           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
17274-500G,Thermoacidurans AgarNutriSelect Plus            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
55535-25KG,YEAST EXTRACT             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
63163-2.5KG,"MALACHITE GREEN BROTH, FOR MICROBIOLOGY          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
70185-100G,Czapek Dox AgarNutriSelect Basic           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
71009-576ATM,GDS LISTERIA SPP TQ           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
88517-250G-F,BSM AgarNutriSelect Basic            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
93735-500G,TSN AgarNutriSelect Plus            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
94382-500G,"Candida Ident Agar, modifiedNutriSelect&           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000324-10EA,STAPHYLOCOCCUS AUREUS SUBSP. AUREUS WDCM          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT001753-10EA,KLEBSIELLA AEROGENES (FORMERLY ENTEROBA           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT099522-10EA,Burkholderia cenocepacia CECT(R) 9952 Vi          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
13005-500G-F,Sulfate API AgarNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
16636-500G-F,"UTI ChromoSelect Agar, modifiedNutriSel&           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
17215-500G,WL Differential AgarNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
43264-500G,"AGAR TEST PH 6,0 FOR INHIBITION TEST        ",BioM,,,,,,,,,,,,,,,,,,,,,,,
92961-10X25DISCS,TREHALOSE DISCS             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
92976-500G-F,PEPTONE SPECIAL (VEGETABLE)            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
B8756-100G,BILE SALTS             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
BM01608,"HALF FRASER BROTH, 10 X 225 ML        ",BioM,,,,,,,,,,,,,,,,,,,,,,,
CCW4693-10X200ML,YSG MediumÂ in flasks            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
CRM07464L-10EA,BACILLUS CEREUS NCTC 7464 LOW COUNT LENT        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
M0428-500G,Middlebrook 7H11 Agar BaseNutriSelect P&          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
N7404-100G,Niacin Assay MediumNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
RM09750L-10EA,CITROBACTER FREUNDII NCTC 9750 LOW COUNT         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000127-10EA,ESCHERICHIA COLI WDCM 12 VITROIDS 50         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000257-10EA,Pseudomonas aeruginosa WDCM 25 Vitroi          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
14305-500G,Motility Nitrate MediumNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
17778-5VL,TICARCILLIN SUPPLEMENT             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
39406-25DISCS,MANNITOL FERMENTATION PADS            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
93395-500G,Tryptone Soya Yeast Extract AgarNutriSe&          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000617-10EA,AEROCOCCUS VIRIDANS WDCM 61 VITROIDS          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
17173-500G,"Rappaport Vassiliadis Broth, modifiedNu&           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
79332-500G-F,Davis Minimal AgarNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
B4888-50G,BEEF EXTRACT POWDER            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
39643-10VL,BURKHOLDERIA CEPACIA SELECTIVE SUPPLEMEN           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
44022-500G,KPC ChromoSelect Agar BaseNutriSelect P&          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
R1148-500G,Rogosa SL AgarNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
22310-500G,Cereus Selective AgarNutriSelect Basic           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
70185-500G,Czapek Dox AgarNutriSelect Basic           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
79184-1,"GDS VARIABLE AMP TUBE LID, 72 WELL        ",BioM,,,,,,,,,,,,,,,,,,,,,,,
B1676-500G,Blood Agar Base No. 2NutriSelect Plus         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
B2551-500G,Brewer thioglycollate mediumNutriSelect&            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
34613-2.5L,ACETONITRILE:WATER 5:95% (V/V) 10 MM AMM         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
505009DILU,GeckoGrip              ,BioM,,,,,,,,,,,,,,,,,,,,,,,
53286-500G,Brain Heart Infusion BrothNutriSelect P&          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
67626-228G,              ,BioM,,,,,,,,,,,,,,,,,,,,,,,
70192-500G,Mueller Hinton BrothNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
73142-500G,Canavanine Glycine Bromothymol blue Aga&          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
77196-500G,Peptone Yeast Extract AgarNutriSelect B&          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
84100-1KG,"D(+)-SUCROSE, ACS, FOR MICROBIOLOGY           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
M0678-1VL,MIDDLEBROOK OADC GROWTH SUPPLEMENT           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
61471-5VL,ESBL CHROMOSELECT AGAR SUPPLEMENT           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
77187-5KG,"PEPTONE WATER, PHOSPHATE-BUFFERED            ",BioM,,,,,,,,,,,,,,,,,,,,,,,
N4642-250G,"N-Z-CASE(TM) PLUS, CASEIN ENZYMATIC HYDR          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
S3306-500G,Sabouraud Glucose BrothNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000094-10EA,ENTEROCOCCUS FAECALIS WDCM 9 VITROI          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000542-10EA,"Candida albicansWDCM 54 Vitroids, 15          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
413003PLATER,              ,BioM,,,,,,,,,,,,,,,,,,,,,,,
62353-500G-F,Listeria Enrichment Broth according to &         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
70164-100G,"MEAT EXTRACT, FOR MICROBIOLOGY           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
82543-1KG,PROTEIN HYDROLYSATE PRIMATONE HS           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
93196-10X25DISCS,MELIBIOSE DISCS             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
C9386-5KG,HY-CASE SF             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
17222-500G,WL Nutrient AgarNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
49522-500G-F,"M-Lauryl Sulfate Broth, Vegitone           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
50738-500G,"GN ENRICHMENT BROTH, FOR MICROBIOLOGY          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
55678-500G-F,PLET AgarNutriSelect Plus            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
70161-2.5KG,"YEAST EXTRACT, FOR MICROBIOLOGY           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
70178-500G,"PEPTONE FROM SOYBEAN MEAL, ENZYMATIC &         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
83339-50.2G-F,Mac Conkey-Sorbitol ChromoSelect AgarNu&           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
C1551-1KG,Czapek-Dox brothNutriSelect Basic            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
CRM11371M-10EA,TATLOCKIA MICDADEI             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
P6838-500G,PEPTONE FROM MILK SOLIDS           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
W1761-500G,Wilkins Chalgren Anaerobic AgarNutriSel&           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
39734-88G-F,Membrane Lactose Glucuronide AgarNutriS&           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
41932-500G,L-Lysine decarboxylation mediumNutrisel&            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
48305-50G-F,BILE ACIDS SODIUM SALT           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
50875-500G,GSP AgarNutriSelect Plus            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
66003-100,SIMPLATE TOTAL PLATE COUNT S          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
73060-SIAL,GDS VORTEX MIXER POWER CONVERTER FOR EU        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
89916-500G,Modified Lauryl Sulfate Tryptose Broth &         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
92650-5VL,STREP B CHROMOSELECT SELECTIVE SUPPLEME&          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
C9595-500G,Chapman Stone AgarNutriSelect Basic           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
CRM06571M-10EA,STAPHYLOCOCCUS AUREUS NCTC 6571 MEDIUM          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
F6797-500G,Frey mycoplasma broth baseNutriSelect P&          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
28816-25DISCS,LACTOSE DISCS             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
34891-18L,TETRAHYDROFURAN : ACETONITRILE : WATER          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
66003-500,SIMPLATE TOTAL PLATE COUNT M          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
70168-500G,"OX-BILE, DEHYDRATED, PURIFIED, FOR &          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
75208-1VL,EGG YOLK TELLURITE EMULSION           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
75805-500G,Oxford AgarNutriSelect Plus            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
88588-500G-F,Plate Count Agar according to Buchbinde&         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
95760-500G,Yersinia Selective AgarNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
BM11408,"TRYPTONE SALT BROTH, 10 X 90 ML        ",BioM,,,,,,,,,,,,,,,,,,,,,,,
C0501-1KG,HY-CASE AMINO             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
C7970-500G,CASEIN ACID HYDROLYSATE VITAMIN FREE          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
S55535,TUBE 3.5 ML 55X12 MM PP         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
39484-500G-F,Methyl Red Voges Proskauer BrothNutriSe&          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
55309-500G,Tryptone soya yeast extract broth ISO 1&        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
5X59028-50KG,              ,BioM,,,,,,,,,,,,,,,,,,,,,,,
66002-500,SIMPLATE TOTAL PLATE COUNT CI M         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
86348-500G,TCBS AgarNutriSelect Plus            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
01337-500G-F,Mitis Salivarius AgarNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
05040-250G,"AGAR, FOR MICROBIOLOGY, POWDER           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
07012-500G-F,"m-FC Agar modified for Klebsiella, Vegi&         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
17148-1VL,EGG YOLK EMULSION            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
79109,GDS PPMX TIP DISPOSAL BIN          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
Y0375-1KG,"YEAST EXTRACT SPRAY DRIED, AUTOLYZED &         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
08449-100G-F,"HEMOGLOBIN FROM BOVINE BLOOD, PGE. WITH         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
09142-53.17G-F,ECD ChromoSelect Agar with MUGNutriSele&          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
41126-300UL,HYBRISCAN ENZYME SOLUTION F           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
49699-96TESTS,HYBRISCAND LISTERIA MONOCYTOGENES            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
70179-500G,Peptone WaterNutriSelect Plus            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
85927-26.5G-F,ECC ChromoSelect Selective AgarNutriSel&           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
89986-500G,Universal Differential ChromoSelect Med&           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000033-10EA,Bacillus subtilis subsp. spizizenii WDCM          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000903-10EA,              ,BioM,,,,,,,,,,,,,,,,,,,,,,,
39465-500G,"GELATIN FROM PORCINE SKIN, ULTRA-HIGH GE         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
40608-500G,Schwarz Differential AgarNutriSelect Pl&           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
43052-500G,"Muller-Kauffmann Tetrathionate Broth, B&           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
49869-500G-F,VEGETABLE EXTRACT NO 2           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
70143-1KG,Mac Conkey Agar No 1NutriSelect Plus         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
77093-5VL,CCDA SELECTIVE SUPPLEMENT            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
85766-500G-F,m-Endo Agar LESNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
S9883-500G,Sea saltsNutriSelect Basic            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
05939-10VL-F,RPF SUPPLEMENT             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
07533-500G,YEAST EXTRACT (VITAMIN ENRICHED)           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
22098-2.5KG-F,CASO BrothNutriSelect Basic            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
48720-500G-F,"GELATINE FROM PORCINE SKIN, 60 G BLOOM        ",BioM,,,,,,,,,,,,,,,,,,,,,,,
72548-500G,Nitrate BrothNutriSelect Plus            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
79144,GDS PPMX MAGNETIC HEAD           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
87972-1KG-F,PEPTONE ENZYMATIC DIGEST FROM SOYBEAN          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
92587-250G,"EC O157:H7 ChromoSelect Agar, ModifiedN&          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
BK042HA,"DEXTROSE TRYPTON AGAR, 500 G          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
R1273-500G,Rose Bengal Agar BaseNutriSelect Plus          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000013-10EA,BACILLUS CEREUS WDCM 1 VITROIDS 80-1         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
07345-100ML-F,Oxidase Reagent according to Gaby-Hadley          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
17156-500G,ITC Broth (Base)NutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
52125,FLASH 28 TUBE RACK DRY BATH HEATER        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
70178-100G,"PEPTONE FROM SOYBEAN MEAL, ENZYMATIC &         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
70191-100G,Mueller Hinton AgarNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
89526-500G,"YEAST EXTRACT, MICRO-AGGLOMERATED            ",BioM,,,,,,,,,,,,,,,,,,,,,,,
89614-10X25DISCS,INOSITOL DISCS             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
CCW4547-30PLATES,Chromogenic Pseudomonas Agar Plates           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
01433-25DISCS,BIOCHEMICAL ESCULIN ID PADS           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
22092-500G,Tryptic Soy BrothNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
P7750-500G,PEPTONE TYPE I FROM MEAT          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000097-10EA,Enterococcus faecalis WDCM 9 Vitroid          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000343-10EA,STAPHYLOCOCCUS AUREUS WDCM 34 VITROID          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT001143-10EA,PSEUDOMONAS AERUGINOSA WDCM 114 VITROI          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
42800-500G,"M-PA Agar, Base            ",BioM,,,,,,,,,,,,,,,,,,,,,,,
43753-5VL,LEGIONELLA BCYE SUPPLEMENT WITHOUT L-CYS          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
64198-500G,"NBB AGAR BASE, MODIFIED           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
88597-100ML-F,HYDROGEN PEROXIDE 3%*            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
TTGL1AP05,Vibration Cable with Plastic Connec          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
B3676-500G,B.T.B. Lactose AgarNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000347-10EA,STAPHYLOCOCCUS AUREUS WDCM 34 VITROID          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
04055-2.5KG,"GELATINE FROM PORCINE SKIN, POWDER          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
62653-500G,LPM AgarNutriSelect Basic            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
70152-2.5KG,Plate Count AgarNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
89747-500G-F,Tinsdale Agar BaseNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
94445-10X25DISCS,MANNOSE DISCS             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
P6685-250G,Potato Dextrose BrothNutriSelect Basic           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
15758-500G-F,Davis Minimal Broth without DextroseNut&          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
78052-500G,Phenylalanine AgarNutriSelect Basic            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
85438-100G,"SIM AGAR, FOR MICROBIOLOGY           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
92587-28.85G,"EC O157:H7 CHROMOSELECT AGAR, MODIFIED          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
CCW4703-30PLATES,Tryptone Yeast extract Agar Plates          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
P100781000,"PEPTON PHYSIOLOGICAL SALT, 1 X BOTT         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
04551-1KT-F,SCHAEFFER AND FULTON SPORE STAIN KIT*         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
07689-100ML-F,O'Meara's Reagent             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
92498-500G,HEART EXTRACT FROM BOVINE HEART          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
CCW4690-10X450ML,SGQ Broth in flasks           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
CRM10006L-10EA,KLEBSIELLA AEROGENES (FORMERLY ENTEROBA&           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT001793-10EA,ESCHERICHIA COLI WDCM 179 VITROIDS -80         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT004016-10EA,CITROBACTER FREUNDII CECT 401 VITROIDS 1         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
0120214-55X3.375L,              ,BioM,,,,,,,,,,,,,,,,,,,,,,,
39187-25DISCS,UNIVERSAL ENVIRONMENTAL ID PADS           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
73076-SIAL,"72 WELL ROTOR, RG Q ONLY         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
82003-1,GDS Adaptor Box Power Cable EU         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
CRM09001H-10EA,ESCHERICHIA COLI NCTC 9001 HIGH COUNT LE        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000137-10EA,Escherichia coli WDCM 13 Vitroids# 50         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
Y1251-1KG,Yeast Nitrogen Base without Amino Acid &        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
22091-2.5KG,Tryptic Soy AgarNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
56156-500G-F,M-17 BrothNutriSelect Basic            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
61300-500G,"LACTALBUMIN HYDROLYSATE, FOR &           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
63560-250G-F,"D-MANNITOL, ACS, FOR MICROBIOLOGY           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
63580-100G,"D(+)-MANNOSE, FOR MICROBIOLOGY            ",BioM,,,,,,,,,,,,,,,,,,,,,,,
67438-255G,              ,BioM,,,,,,,,,,,,,,,,,,,,,,,
67579-146G,              ,BioM,,,,,,,,,,,,,,,,,,,,,,,
73083,GDS GEL COOLING BLOCK           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
90924-45.6G,m-TEC ChromoSelect AgarNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
09678-100G,"AMMONIUM BISMUTH CITRATE, CULTURE MEDIA&          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
17185-500G,"m-Enterococcus Agar, modifiedNutriSelec&            ",BioM,,,,,,,,,,,,,,,,,,,,,,,
70133-500G,Blood Agar (Base)NutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
70172-100G,"PEPTONE FROM CASEIN, TRYPTIC DIGEST, &         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
78088-00,MVP ICON PH PROBE           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
